Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2020-11-02,1623.54,1658.24,1614.24,1624.32,2211449
2020-11-03,1630.76,1659,1612.108,1645.66,1571641
2020-11-04,1705.5803,1770.03,1703,1745.85,3567149
2020-11-05,1770.45,1791.818,1741.03,1762.5,1987907
2020-11-06,1751.34,1768.495,1736.68,1759.73,1431084
2020-11-09,1795.98,1816.89,1757.545,1761.42,2672024
2020-11-10,1729.77,1759.38,1716.12,1737.72,2151058
2020-11-11,1748.4,1762.9,1743.06,1747.23,1591906
2020-11-12,1742,1764.98,1737.97,1742.82,1324363
2020-11-13,1748,1777.13,1735.98,1772.26,1487877
2020-11-16,1764.14,1794.34,1761.33,1774.03,1273393
2020-11-17,1767.86,1777.14,1759.49,1761.66,1066034
2020-11-18,1756.64,1765,1738.5658,1740.64,1005377
2020-11-19,1733.23,1763.49,1730.02,1758.57,1005340
2020-11-20,1762,1768.3625,1735,1736.38,1385322
2020-11-23,1740.22,1745.99,1710.18,1727.56,1127618
2020-11-24,1727.5,1766.475,1720.73,1763.9,1400306
2020-11-25,1767.81,1770.38,1748.36,1764.13,979957
2020-11-27,1764.54,1797.01,1764.54,1787.02,739507
2020-11-30,1775.65,1780.335,1747.84,1754.4,1620887
2020-12-01,1766.655,1821.7199,1763.03,1795.36,1868134
2020-12-02,1795.36,1832.74,1785.1695,1824.97,1471235
2020-12-03,1820.54,1843.83,1817,1821.84,1236366
2020-12-04,1820.22,1829.4994,1813.59,1823.76,1027242
2020-12-07,1815.55,1829.29,1803.04,1817.03,1113877
2020-12-08,1808.52,1815.97,1791.28,1811.33,996317
2020-12-09,1810.36,1828.37,1762.0001,1777.86,1585578
2020-12-10,1762.6,1774.99,1733.527,1767.65,1434411
2020-12-11,1760,1777.31,1752.74,1774.8,931431
2020-12-14,1770.72,1789.8,1749.13,1752.26,1652471
2020-12-15,1759.86,1764,1741.67,1761.08,1068292
2020-12-16,1769.11,1769.11,1749.06,1757.19,1233836
2020-12-17,1763.93,1766.71,1731.15,1740.51,1744005
2020-12-18,1746.1702,1748.36,1715,1726.22,4262837
2020-12-21,1709.13,1737,1694,1734.56,1698707
2020-12-22,1729.33,1732.6123,1705.78,1720.22,1018829
2020-12-23,1723.93,1744.11,1721.2,1728.23,1148684
2020-12-24,1729,1742.41,1724.35,1734.16,465638
2020-12-28,1744.91,1787,1741.82,1773.96,1382537
2020-12-29,1787.23,1788.47,1755.11,1757.76,986287
2020-12-30,1765,1767.76,1728,1736.25,1051308
2020-12-31,1737.27,1757.5,1736.09,1752.64,1053479
2021-01-04,1760,1762.4899,1707.14,1726.13,1866195
2021-01-05,1725.09,1746.83,1716.9,1740.05,1017962
2021-01-06,1700.255,1743.965,1696.1014,1722.88,2329401
2021-01-07,1726.76,1777.82,1726.76,1774.34,2096829
2021-01-08,1777.16,1799.355,1761.22,1797.83,1774226
2021-01-11,1777.02,1784.38,1752.14,1756.29,1740618
2021-01-12,1745.36,1767.9,1716.375,1737.43,1476715
2021-01-13,1727.32,1756.39,1727.32,1747.25,1171590
2021-01-14,1748.87,1767.5499,1726.07,1730.92,1460617
2021-01-15,1729.02,1747.62,1711.71,1727.62,1572214
2021-01-19,1743,1803.84,1732.83,1784.47,2082951
2021-01-20,1826.37,1899.7234,1819.51,1880.07,3207570
2021-01-21,1893.65,1932.08,1879.41,1884.15,2932973
2021-01-22,1891.46,1904.39,1876.495,1892.56,1637195
2021-01-25,1912.74,1921.82,1859.16,1894.28,2529346
2021-01-26,1885.99,1915.75,1876.13,1907.95,1573078
2021-01-27,1874.91,1880.47,1797.28,1818.94,4125631
2021-01-28,1831,1887.99,1831,1853.2,2763905
2021-01-29,1834.02,1847.535,1801.5601,1827.36,2226509
2021-02-01,1844.585,1915.54,1844.585,1893.07,2012603
2021-02-02,1913.13,1949.37,1906.37,1919.12,3316620
2021-02-03,2065.61,2106.6234,2013.55,2058.88,4894082
2021-02-04,2060.6156,2069.3,2035.1,2053.63,2429780
2021-02-05,2059.56,2095.94,2050,2088.83,1493256
2021-02-08,2100,2115,2063.35,2084.52,1441443
2021-02-09,2074.8,2098.51,2070,2075.39,1094583
2021-02-10,2083.14,2098.88,2052.24,2086.48,1255080
2021-02-11,2091,2094,2068.86,2088.75,1024029
2021-02-12,2079.77,2099.5,2073.57,2095.03,949525
2021-02-16,2091.75,2145.14,2091.75,2110.7,1550195
2021-02-17,2093.98,2122.4434,2088.35,2118.62,1015177
2021-02-18,2105,2121.99,2093.33,2105.81,1128549
2021-02-19,2107.79,2118.58,2083.43,2088.81,1896939
2021-02-22,2053.6,2080.33,2048,2054.26,1473317
2021-02-23,2013.99,2072.5,1990.23,2060.12,1732899
2021-02-24,2030.04,2088.32,2027.53,2083.81,1130437
2021-02-25,2055.93,2083,2006.49,2015.95,2077409
2021-02-26,2029.95,2056.52,2001.01,2021.91,2002064
2021-03-01,2048,2076.23,2034.42,2069.66,1303089
2021-03-02,2064.84,2094.74,2056.67,2064.48,1278184
2021-03-03,2051.95,2075.99,1994,2011.41,1694645
2021-03-04,2014.869,2074.59,2005.43,2033.93,2460786
2021-03-05,2061.15,2106.2,2027.7773,2097.07,2654977
2021-03-08,2084.06,2113.74,2005.19,2007.5,1843371
2021-03-09,2049.75,2063.9153,2035.6,2040.36,1696031
2021-03-10,2061.4,2061.4,2019.33,2036.19,1355004
2021-03-11,2058.22,2111.27,2056.45,2100.54,1385130
2021-03-12,2076.41,2077.61,2032.42,2050,1690899
2021-03-15,2044.975,2054.99,2027.79,2054.44,1310741
2021-03-16,2065.99,2113.68,2059.29,2083.89,1595015
2021-03-17,2068.47,2099,2044.1218,2082.22,1319126
2021-03-18,2048.18,2068.746,2019.18,2021.34,1585648
2021-03-19,2029.73,2037.04,2002.93,2026.96,2303596
2021-03-22,2027.63,2048.34,2014,2030.69,1676771
2021-03-23,2039.95,2064.11,2028.0001,2041.33,1425456
2021-03-24,2051.76,2067.6,2029.0001,2032.53,1260853
2021-03-25,2029.05,2045.64,1996.09,2032.46,1780787
2021-03-26,2031.79,2039.385,2003.85,2024.73,1398875
